gameid,date,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason,month,day,year,city,nickname
BSN191808080,08/08/1918,hornr101,Rogers Hornsby,SLN,P,harrp901,Pete Harrison,4,Call at 3B,8,8,1918,St. Louis,Cardinals
CLE191808080,08/08/1918,grifc101,Clark Griffith,WS1,M,nalld901,Dick Nallin,2,Balls and strikes,8,8,1918,Washington,Senators
CLE191808080,08/08/1918,mcbrg101,George McBride,WS1,P,nalld901,Dick Nallin,2,Balls and strikes,8,8,1918,Washington,Senators
BRO191808102,08/10/1918,omaro101,Ollie O'Mara,BRO,P,morac102,Charlie Moran,4,Fair/foul call (Attempted to punch umpire),8,10,1918,Brooklyn,Dodgers
CHN191808111,08/11/1918,merkf101,Fred Merkle,CHN,P,harrp901,Pete Harrison,4,Called third strike,8,11,1918,Chicago,Cubs
CIN191808111,08/11/1918,hornr101,Rogers Hornsby,SLN,P,byrol901,Lord Byron,4,Balls and strikes,8,11,1918,St. Louis,Cardinals
CHN191808131,08/13/1918,boonl101,Luke Boone,PIT,P,quige901,Ernie Quigley,7,Call at 2B,8,13,1918,Pittsburgh,Pirates
CHN191808131,08/13/1918,mollf101,Fritz Mollwitz,PIT,P,quige901,Ernie Quigley,8,Balls and strikes,8,13,1918,Pittsburgh,Pirates
PHA191808132,08/13/1918,walkt101,Tillie Walker,PHA,P,nalld901,Dick Nallin,6,Called third strike,8,13,1918,Philadelphia,Athletics
CHN191808140,08/14/1918,cutsg101,George Cutshaw,PIT,P,harrp901,Pete Harrison,3,Call at 1B,8,14,1918,Pittsburgh,Pirates
NYA191808160,08/16/1918,huggm101,Miller Huggins,NYA,M,hildg101,George Hildebrand,2,Appeal play,8,16,1918,New York,Yankees
CIN191808170,08/17/1918,fleta101,Art Fletcher,NY1,P,riglc901,Cy Rigler,11,Called third strike,8,17,1918,New York,Giants
CHN191808200,08/20/1918,rudod101,Dick Rudolph,BSN,P,klemb901,Bill Klem,2,Balls and strikes,8,20,1918,Boston,Braves
SLN191808261,08/26/1918,hornr101,Rogers Hornsby,SLN,P,harrp901,Pete Harrison,2,Called third strike,8,26,1918,St. Louis,Cardinals
PHA191808270,08/27/1918,speat101,Tris Speaker,CLE,P,connt901,Tommy Connolly,5,Call at HP,8,27,1918,Cleveland,Indians
NY1191808311,08/31/1918,grimb101,Burleigh Grimes,BRO,P,harrp901,Pete Harrison,8,Call at 3B,8,31,1918,Brooklyn,Dodgers
BSN191904300,04/30/1919,wilsa102,Art Wilson,BSN,P,morac102,Charlie Moran,1,Call at 3B,4,30,1919,Boston,Braves
CHN191904300,04/30/1919,paulg102,Gene Paulette,SLN,P,harrp901,Pete Harrison,6,Obstruction call,4,30,1919,St. Louis,Cardinals
BOS191905010,05/01/1919,jones104,Sad Sam Jones,BOS,P,connt901,Tommy Connolly,1,Unknown reason,5,1,1919,Boston,Red Sox
BOS191905010,05/01/1919,pippw101,Wally Pipp,NYA,P,connt901,Tommy Connolly,8,Interference non-call,5,1,1919,New York,Yankees
BRO191905020,05/02/1919,blacl101,Lena Blackburne,BSN,P,riglc901,Cy Rigler,-1,Call at 2B,5,2,1919,Boston,Braves
SLN191905030,05/03/1919,grohh101,Heinie Groh,CIN,P,quige901,Ernie Quigley,4,Called third strike,5,3,1919,Cincinnati,Reds
NY1191905040,05/04/1919,zimmh101,Heinie Zimmerman,NY1,P,klemb901,Bill Klem,7,Balls and strikes,5,4,1919,New York,Giants
SLN191905050,05/05/1919,cutsg101,George Cutshaw,PIT,P,byrol901,Lord Byron,3,Balls and strikes,5,5,1919,Pittsburgh,Pirates
BRO191905110,05/11/1919,zimmh101,Heinie Zimmerman,NY1,P,klemb901,Bill Klem,9,Called third strike,5,11,1919,New York,Giants
CHN191905110,05/11/1919,boect101,Tony Boeckel,PIT,P,byrol901,Lord Byron,9,Called third strike,5,11,1919,Pittsburgh,Pirates
NYA191905120,05/12/1919,huggm101,Miller Huggins,NYA,M,owenb901,Brick Owens,9,Call at HP (Reversed; struck chest protector),5,12,1919,New York,Yankees
PHI191905130,05/13/1919,bezdh801,Hugo Bezdek,PIT,M,byrol901,Lord Byron,3,Balls and strikes,5,13,1919,Pittsburgh,Pirates
PHI191905150,05/15/1919,bezdh801,Hugo Bezdek,PIT,M,harrp901,Pete Harrison,1,Call at 2B,5,15,1919,Pittsburgh,Pirates
PHI191905150,05/15/1919,stenc101,Casey Stengel,PIT,P,harrp901,Pete Harrison,1,Call at 2B,5,15,1919,Pittsburgh,Pirates
NY1191905190,05/19/1919,morap101,Pat Moran,CIN,M,quige901,Ernie Quigley,9,Call at 3B,5,19,1919,Cincinnati,Reds
NY1191905190,05/19/1919,wingi101,Ivey Wingo,CIN,P,quige901,Ernie Quigley,9,Call at 3B,5,19,1919,Cincinnati,Reds
BRO191905200,05/20/1919,knabo101,Otto Knabe,CHN,C,byrol901,Lord Byron,2,Balls and strikes,5,20,1919,Chicago,Cubs
CHA191905230,05/23/1919,fewsc101,Chick Fewster,NYA,P,connt901,Tommy Connolly,7,Called third strike,5,23,1919,New York,Yankees
NY1191905240,05/24/1919,smitj106,Jack Smith,SLN,P,harrp901,Pete Harrison,1,Call at 1B,5,24,1919,St. Louis,Cardinals
BSN191905260,05/26/1919,mitcf101,Fred Mitchell,CHN,M,byrol901,Lord Byron,6,Call at 2B,5,26,1919,Chicago,Cubs
CLE191905260,05/26/1919,jones104,Sad Sam Jones,BOS,P,evanb901,Billy Evans,4,Bench jockeying,5,26,1919,Boston,Red Sox
CLE191905260,05/26/1919,dumog101,George Dumont,BOS,P,evanb901,Billy Evans,6,Bench jockeying,5,26,1919,Boston,Red Sox
BSN191905270,05/27/1919,mannl101,Les Mann,CHN,P,byrol901,Lord Byron,8,Called third strike,5,27,1919,Chicago,Cubs
BSN191905280,05/28/1919,mitcf101,Fred Mitchell,CHN,M,byrol901,Lord Byron,-1,Unknown reason,5,28,1919,Chicago,Cubs
CHA191905310,05/31/1919,gandc101,Chick Gandil,CHA,P,connt901,Tommy Connolly,8,Fighting,5,31,1919,Chicago,White Sox
CHA191905310,05/31/1919,speat101,Tris Speaker,CLE,M,connt901,Tommy Connolly,8,Fighting,5,31,1919,Cleveland,Indians
CIN191906012,06/01/1919,nealg101,Greasy Neale,CIN,P,morac102,Charlie Moran,8,Call at 1B,6,1,1919,Cincinnati,Reds
NY1191906010,06/01/1919,herzb101,Buck Herzog,BSN,P,odayh101,Hank O'Day,2,Balls and strikes,6,1,1919,Boston,Braves
NY1191906010,06/01/1919,marar101,Rabbit Maranville,BSN,P,odayh101,Hank O'Day,2,Balls and strikes,6,1,1919,Boston,Braves
NY1191906010,06/01/1919,nehfa101,Art Nehf,BSN,P,odayh101,Hank O'Day,2,Balls and strikes,6,1,1919,Boston,Braves
SLN191906010,06/01/1919,merkf101,Fred Merkle,CHN,P,klemb901,Bill Klem,5,Bench jockeying,6,1,1919,Chicago,Cubs
SLN191906010,06/01/1919,paskd101,Dode Paskert,CHN,P,klemb901,Bill Klem,5,Bench jockeying,6,1,1919,Chicago,Cubs
SLN191906010,06/01/1919,mccab101,Bill McCabe,CHN,P,klemb901,Bill Klem,5,Bench jockeying,6,1,1919,Chicago,Cubs
BSN191906021,06/02/1919,grimb101,Burleigh Grimes,BRO,P,quige901,Ernie Quigley,2,Call at 1B,6,2,1919,Brooklyn,Dodgers
BSN191906022,06/02/1919,herzb101,Buck Herzog,BSN,P,odayh101,Hank O'Day,5,Call at 1B,6,2,1919,Boston,Braves
NY1191906022,06/02/1919,coomj101,Jack Coombs,PHI,M,byrol901,Lord Byron,3,Balls and strikes,6,2,1919,Philadelphia,Phillies
WS1191906020,06/02/1919,shead101,Dave Shean,BOS,P,hildg101,George Hildebrand,8,Discolored ball non-call,6,2,1919,Boston,Red Sox
NY1191906030,06/03/1919,cadyh101,Hick Cady,PHI,P,harrp901,Pete Harrison,6,Balls and strikes,6,3,1919,Philadelphia,Phillies
BSN191906041,06/04/1919,marar101,Rabbit Maranville,BSN,P,quige901,Ernie Quigley,1,Call at 2B,6,4,1919,Boston,Braves
BOS191906060,06/06/1919,bushd102,Donie Bush,DET,P,chilo901,Ollie Chill,7,Call at HP,6,6,1919,Detroit,Tigers
BOS191906060,06/06/1919,heilh101,Harry Heilmann,DET,P,chilo901,Ollie Chill,7,Call at HP,6,6,1919,Detroit,Tigers
BOS191906060,06/06/1919,jennh101,Hughie Jennings,DET,M,chilo901,Ollie Chill,7,Call at HP,6,6,1919,Detroit,Tigers
BOS191906060,06/06/1919,younr103,Ralph Young,DET,P,chilo901,Ollie Chill,7,Call at HP,6,6,1919,Detroit,Tigers
NYA191906070,06/07/1919,huggm101,Miller Huggins,NYA,M,owenb901,Brick Owens,9,Arguing batter hit ball twice,6,7,1919,New York,Yankees
CHN191906080,06/08/1919,paskd101,Dode Paskert,CHN,P,morac102,Charlie Moran,6,Throwing ball at umpire,6,8,1919,Chicago,Cubs
CHN191906100,06/10/1919,flacm101,Max Flack,CHN,P,byrol901,Lord Byron,6,Called third strike,6,10,1919,Chicago,Cubs
NYA191906100,06/10/1919,fewsc101,Chick Fewster,NYA,P,owenb901,Brick Owens,8,Bench jockeying,6,10,1919,New York,Yankees
WS1191906100,06/10/1919,grifc101,Clark Griffith,WS1,M,nalld901,Dick Nallin,7,Call at 1B,6,10,1919,Washington,Senators
PIT191906110,06/11/1919,bezdh801,Hugo Bezdek,PIT,M,riglc901,Cy Rigler,3,Call at 2B,6,11,1919,Pittsburgh,Pirates
PIT191906120,06/12/1919,boect101,Tony Boeckel,PIT,P,riglc901,Cy Rigler,3,Call at HP,6,12,1919,Pittsburgh,Pirates
SLN191906120,06/12/1919,clemv101,Verne Clemons,SLN,P,emslb101,Bob Emslie,5,Call at 2B,6,12,1919,St. Louis,Cardinals
CIN191906130,06/13/1919,grohh101,Heinie Groh,CIN,P,quige901,Ernie Quigley,3,Discoloring baseball,6,13,1919,Cincinnati,Reds
CIN191906130,06/13/1919,morap101,Pat Moran,CIN,M,quige901,Ernie Quigley,3,Arguing ejection,6,13,1919,Cincinnati,Reds
CHN191906180,06/18/1919,mitcf101,Fred Mitchell,CHN,M,quige901,Ernie Quigley,8,Interference call,6,18,1919,Chicago,Cubs
PHA191906180,06/18/1919,younr103,Ralph Young,DET,P,nalld901,Dick Nallin,9,Call at HP,6,18,1919,Detroit,Tigers
PHA191906180,06/18/1919,bushd102,Donie Bush,DET,P,nalld901,Dick Nallin,9,Call at HP,6,18,1919,Detroit,Tigers
SLN191906190,06/19/1919,mcgrj101,John McGraw,NY1,M,riglc901,Cy Rigler,3,Balls and strikes,6,19,1919,New York,Giants
WS1191906190,06/19/1919,gleak101,Kid Gleason,CHA,M,hildg101,George Hildebrand,7,Call at HP,6,19,1919,Chicago,White Sox
CIN191906200,06/20/1919,ruetd101,Dutch Ruether,CIN,P,byrol901,Lord Byron,3,Called third strike,6,20,1919,Cincinnati,Reds
SLN191906200,06/20/1919,stocm101,Milt Stock,SLN,P,riglc901,Cy Rigler,1,Called third strike,6,20,1919,St. Louis,Cardinals
SLN191906210,06/21/1919,zimmh101,Heinie Zimmerman,NY1,P,riglc901,Cy Rigler,9,Fair/foul call,6,21,1919,New York,Giants
SLN191906230,06/23/1919,snydf101,Frank Snyder,SLN,P,odayh101,Hank O'Day,4,Balk non-call,6,23,1919,St. Louis,Cardinals
BRO191906241,06/24/1919,doyll101,Larry Doyle,NY1,P,byrol901,Lord Byron,7,Called third strike (Threw bat),6,24,1919,New York,Giants
BOS191906260,06/26/1919,piciv101,Val Picinich,WS1,P,connt901,Tommy Connolly,2,Called third strike,6,26,1919,Washington,Senators
CHN191906261,06/26/1919,dillp101,Pickles Dillhoefer,SLN,P,emslb101,Bob Emslie,8,Balls and strikes,6,26,1919,St. Louis,Cardinals
CHN191906262,06/26/1919,paskd101,Dode Paskert,CHN,P,klemb901,Bill Klem,5,Called third strike,6,26,1919,Chicago,Cubs
CHN191906262,06/26/1919,mitcf101,Fred Mitchell,CHN,M,klemb901,Bill Klem,5,Called third strike,6,26,1919,Chicago,Cubs
BSN191906282,06/28/1919,marar101,Rabbit Maranville,BSN,P,harrp901,Pete Harrison,14,Call at 2B,6,28,1919,Boston,Braves
BSN191906282,06/28/1919,herzb101,Buck Herzog,BSN,P,byrol901,Lord Byron,14,Call at 2B,6,28,1919,Boston,Braves
CLE191906300,06/30/1919,gleak101,Kid Gleason,CHA,M,hildg101,George Hildebrand,2,Call at HP,6,30,1919,Chicago,White Sox
NYA191906302,06/30/1919,huggm101,Miller Huggins,NYA,M,connt901,Tommy Connolly,5,Call at 1B,6,30,1919,New York,Yankees
CHN191907010,07/01/1919,cartp101,Paul Carter,CHN,P,quige901,Ernie Quigley,9,Call at 1B,7,1,1919,Chicago,Cubs
CHN191907010,07/01/1919,mccab101,Bill McCabe,CHN,P,quige901,Ernie Quigley,9,Call at 1B,7,1,1919,Chicago,Cubs
PHA191907010,07/01/1919,barre801,Ed Barrow,BOS,M,nalld901,Dick Nallin,5,Call at 1B,7,1,1919,Boston,Red Sox
WS1191907010,07/01/1919,grifc101,Clark Griffith,WS1,M,dinnb101,Bill Dinneen,8,Call at 1B,7,1,1919,Washington,Senators
BRO191907042,07/04/1919,boect101,Tony Boeckel,BSN,P,harrp901,Pete Harrison,8,Called third strike,7,4,1919,Boston,Braves
CLE191907041,07/04/1919,sislg101,George Sisler,SLA,P,morig101,George Moriarty,3,Call at 1B,7,4,1919,St.Louis,Browns
CIN191907062,07/06/1919,rouse101,Edd Roush,CIN,P,riglc901,Cy Rigler,7,Called third strike,7,6,1919,Cincinnati,Reds
SLA191907060,07/06/1919,austj101,Jimmy Austin,SLA,P,chilo901,Ollie Chill,9,Call at 3B,7,6,1919,St.Louis,Browns
BSN191907081,07/08/1919,grohh101,Heinie Groh,CIN,P,riglc901,Cy Rigler,3,Called third strike (Threw bat),7,8,1919,Cincinnati,Reds
NY1191907090,07/09/1919,milld102,Dots Miller,SLN,P,mccob104,Barry McCormick,4,Interference non-call,7,9,1919,St. Louis,Cardinals
NY1191907090,07/09/1919,paulg102,Gene Paulette,SLN,P,mccob104,Barry McCormick,4,Interference non-call (Kicked dirt),7,9,1919,St. Louis,Cardinals
NY1191907090,07/09/1919,snydf101,Frank Snyder,SLN,P,harrp901,Pete Harrison,4,Interference call (Shoved umpire),7,9,1919,St. Louis,Cardinals
SLA191907132,07/13/1919,walkt101,Tillie Walker,PHA,P,connt901,Tommy Connolly,9,Call at HP,7,13,1919,Philadelphia,Athletics
BRO191907190,07/19/1919,wingi101,Ivey Wingo,CIN,P,harrp901,Pete Harrison,4,Balls and strikes,7,19,1919,Cincinnati,Reds
BRO191907190,07/19/1919,salls101,Slim Sallee,CIN,P,harrp901,Pete Harrison,4,Bench jockeying,7,19,1919,Cincinnati,Reds
BSN191907210,07/21/1919,dillp101,Pickles Dillhoefer,SLN,P,riglc901,Cy Rigler,13,Damaging baseball,7,21,1919,St. Louis,Cardinals
DET191907220,07/22/1919,younr103,Ralph Young,DET,P,dinnb101,Bill Dinneen,2,Call at 1B,7,22,1919,Detroit,Tigers
PIT191907240,07/24/1919,mollf101,Fritz Mollwitz,PIT,P,riglc901,Cy Rigler,3,Throwing bat at pitcher,7,24,1919,Pittsburgh,Pirates
NY1191907260,07/26/1919,herzb101,Buck Herzog,BSN,P,emslb101,Bob Emslie,1,Call at 2B,7,26,1919,Boston,Braves
NY1191907260,07/26/1919,boect101,Tony Boeckel,BSN,P,klemb901,Bill Klem,7,Call at HP,7,26,1919,Boston,Braves
NY1191907270,07/27/1919,gowdh101,Hank Gowdy,BSN,P,klemb901,Bill Klem,2,Balls and strikes,7,27,1919,Boston,Braves
NY1191907270,07/27/1919,smitr108,Red Smith,BSN,P,klemb901,Bill Klem,3,Balls and strikes,7,27,1919,Boston,Braves
PIT191907302,07/30/1919,carem101,Max Carey,PIT,P,quige901,Ernie Quigley,2,Called third strike,7,30,1919,Pittsburgh,Pirates
BOS191907310,07/31/1919,bushd102,Donie Bush,DET,P,morig101,George Moriarty,12,Call at 1B,7,31,1919,Detroit,Tigers
SLN191907310,07/31/1919,stocm101,Milt Stock,SLN,P,harrp901,Pete Harrison,5,Call at 2B,7,31,1919,St. Louis,Cardinals
CHN191908010,08/01/1919,merkf101,Fred Merkle,CHN,P,riglc901,Cy Rigler,6,Called third strike,8,1,1919,Chicago,Cubs
CHN191908022,08/02/1919,mitcf101,Fred Mitchell,CHN,M,byrol901,Lord Byron,9,Call at 3B,8,2,1919,Chicago,Cubs
CHN191908030,08/03/1919,whitp102,Possum Whitted,PHI,P,quige901,Ernie Quigley,5,Balls and strikes,8,3,1919,Philadelphia,Phillies
SLN191908050,08/05/1919,zimmh101,Heinie Zimmerman,NY1,P,byrol901,Lord Byron,8,Call at 2B,8,5,1919,New York,Giants
NYA191908071,08/07/1919,huggm101,Miller Huggins,NYA,M,hildg101,George Hildebrand,1,Call at HP,8,7,1919,New York,Yankees
NYA191908071,08/07/1919,oconp102,Paddy O'Connor,NYA,C,hildg101,George Hildebrand,1,Call at HP,8,7,1919,New York,Yankees
BRO191908110,08/11/1919,mollf101,Fritz Mollwitz,PIT,P,klemb901,Bill Klem,2,Called third strike,8,11,1919,Pittsburgh,Pirates
DET191908140,08/14/1919,fewsc101,Chick Fewster,NYA,P,chilo901,Ollie Chill,6,Call at 2B,8,14,1919,New York,Yankees
DET191908140,08/14/1919,maysc101,Carl Mays,NYA,P,owenb901,Brick Owens,9,Balls and strikes (Threw bat),8,14,1919,New York,Yankees
NY1191908142,08/14/1919,bentr102,Rube Benton,NY1,P,quige901,Ernie Quigley,3,Fighting,8,14,1919,New York,Giants
NY1191908142,08/14/1919,fleta101,Art Fletcher,NY1,P,odayh101,Hank O'Day,7,Interference call,8,14,1919,New York,Giants
BSN191908152,08/15/1919,barbw101,Walter Barbare,PIT,P,byrol901,Lord Byron,15,Non-obstruction call at 2B,8,15,1919,Pittsburgh,Pirates
PHI191908152,08/15/1919,paulg102,Gene Paulette,PHI,P,harrp901,Pete Harrison,3,Balls and strikes,8,15,1919,Philadelphia,Phillies
BSN191908180,08/18/1919,boect101,Tony Boeckel,BSN,P,quige901,Ernie Quigley,5,Called third strike,8,18,1919,Boston,Braves
SLA191908180,08/18/1919,rothb102,Braggo Roth,BOS,P,nalld901,Dick Nallin,1,Call at 1B,8,18,1919,Boston,Red Sox
CLE191908190,08/19/1919,pippw101,Wally Pipp,NYA,P,hildg101,George Hildebrand,7,Called third strike,8,19,1919,New York,Yankees
PHI191908202,08/20/1919,hollc101,Charlie Hollocher,CHN,P,emslb101,Bob Emslie,8,Call at 1B,8,20,1919,Chicago,Cubs
SLA191908212,08/21/1919,hannt101,Truck Hannah,NYA,P,chilo901,Ollie Chill,10,Unknown reason,8,21,1919,New York,Yankees
CLE191908220,08/22/1919,ruthb101,Babe Ruth,BOS,P,owenb901,Brick Owens,4,Called third strike,8,22,1919,Boston,Red Sox
SLA191908220,08/22/1919,shawb102,Bob Shawkey,NYA,P,morig101,George Moriarty,3,Bench jockeying,8,22,1919,New York,Yankees
SLA191908260,08/26/1919,schar103,Ray Schalk,CHA,P,morig101,George Moriarty,6,Call at HP (Struck umpire),8,26,1919,Chicago,White Sox
SLA191908260,08/26/1919,kerrd101,Dickey Kerr,CHA,P,morig101,George Moriarty,9,Called third strike,8,26,1919,Chicago,White Sox
BRO191908290,08/29/1919,zimmh101,Heinie Zimmerman,NY1,P,emslb101,Bob Emslie,7,Call at 2B,8,29,1919,New York,Giants
PHI191908301,08/30/1919,blacl101,Lena Blackburne,PHI,P,odayh101,Hank O'Day,3,Umpire not in position,8,30,1919,Philadelphia,Phillies
CHN191908310,08/31/1919,lavad101,Doc Lavan,SLN,P,byrol901,Lord Byron,3,Call at 2B,8,31,1919,St. Louis,Cardinals
PIT191909011,09/01/1919,rickb101,Branch Rickey,SLN,M,harrp901,Pete Harrison,4,Balls and strikes,9,1,1919,St. Louis,Cardinals
PIT191909011,09/01/1919,stocm101,Milt Stock,SLN,P,harrp901,Pete Harrison,4,Balls and strikes,9,1,1919,St. Louis,Cardinals
PIT191909050,09/05/1919,barbt101,Turner Barber,CHN,P,byrol901,Lord Byron,4,Called third strike,9,5,1919,Chicago,Cubs
SLN191909060,09/06/1919,schuf102,Ferdie Schupp,SLN,P,harrp901,Pete Harrison,2,Balls and strikes (Threw glove),9,6,1919,St. Louis,Cardinals
SLN191909060,09/06/1919,clemv101,Verne Clemons,SLN,P,harrp901,Pete Harrison,4,Balls and strikes,9,6,1919,St. Louis,Cardinals
PIT191909081,09/08/1919,whitp102,Possum Whitted,PIT,P,quige901,Ernie Quigley,2,Call at 1B,9,8,1919,Pittsburgh,Pirates
PIT191909160,09/16/1919,olsoi101,Ivy Olson,BRO,P,mccob104,Barry McCormick,3,Called third strike (Threw bat),9,16,1919,Brooklyn,Dodgers
SLN191909161,09/16/1919,smitr108,Red Smith,BSN,P,klemb901,Bill Klem,6,Call at HP,9,16,1919,Boston,Braves
SLN191909171,09/17/1919,stocm101,Milt Stock,SLN,P,emslb101,Bob Emslie,1,Call at 2B,9,17,1919,St. Louis,Cardinals
BOS191909172,09/17/1919,cobbt101,Ty Cobb,DET,P,morig101,George Moriarty,6,Balls and strikes,9,17,1919,Detroit,Tigers
BOS191909172,09/17/1919,jennh101,Hughie Jennings,DET,M,morig101,George Moriarty,6,Balls and strikes,9,17,1919,Detroit,Tigers
SLN191909232,09/23/1919,herzb101,Buck Herzog,CHN,P,odayh101,Hank O'Day,7,Refusing to return to bench when ordered,9,23,1919,Chicago,Cubs
CHA191909240,09/24/1919,colle101,Eddie Collins,CHA,P,hildg101,George Hildebrand,7,Call at HP,9,24,1919,Chicago,White Sox
SLN191909280,09/28/1919,clemv101,Verne Clemons,SLN,P,quige901,Ernie Quigley,5,Interference non-call,9,28,1919,St. Louis,Cardinals
CHA191910060,10/06/1919,schar103,Ray Schalk,CHA,P,riglc901,Cy Rigler,6,Call at HP (Bumped umpire),10,6,1919,Chicago,White Sox
BRO192004200,04/20/1920,myerh102,Hi Myers,BRO,P,odayh101,Hank O'Day,5,Fighting,4,20,1920,Brooklyn,Dodgers
BRO192004200,04/20/1920,dugeo101,Oscar Dugey,BSN,P,odayh101,Hank O'Day,5,Fighting,4,20,1920,Boston,Braves
BRO192004200,04/20/1920,sullj105,John Sullivan,BSN,P,odayh101,Hank O'Day,5,Bench jockeying,4,20,1920,Boston,Braves
BRO192004200,04/20/1920,fordh101,Hod Ford,BSN,P,odayh101,Hank O'Day,5,Bench jockeying,4,20,1920,Boston,Braves
BRO192004200,04/20/1920,mcquh101,Hugh McQuillan,BSN,P,odayh101,Hank O'Day,5,Bench jockeying,4,20,1920,Boston,Braves
SLN192004200,04/20/1920,huntn101,Newt Hunter,SLN,C,klemb901,Bill Klem,3,Infield fly non-call,4,20,1920,St. Louis,Cardinals
CLE192004290,04/29/1920,felsh101,Happy Felsch,CHA,P,hildg101,George Hildebrand,2,Call at 2B,4,29,1920,Chicago,White Sox
NYA192005010,05/01/1920,maysc101,Carl Mays,NYA,P,dinnb101,Bill Dinneen,5,Bench jockeying,5,1,1920,New York,Yankees
NYA192005010,05/01/1920,odoul101,Lefty O'Doul,NYA,P,dinnb101,Bill Dinneen,5,Bench jockeying,5,1,1920,New York,Yankees
NYA192005010,05/01/1920,shore101,Ernie Shore,NYA,P,dinnb101,Bill Dinneen,5,Bench jockeying,5,1,1920,New York,Yankees
NYA192005030,05/03/1920,huggm101,Miller Huggins,NYA,M,dinnb101,Bill Dinneen,4,Bench jockeying,5,3,1920,New York,Yankees
SLN192005070,05/07/1920,nealg101,Greasy Neale,CIN,P,morac102,Charlie Moran,2,Balls and strikes,5,7,1920,Cincinnati,Reds
PIT192005080,05/08/1920,killb101,Bill Killefer,CHN,P,emslb101,Bob Emslie,6,Call at 1B,5,8,1920,Chicago,Cubs
SLN192005080,05/08/1920,morap101,Pat Moran,CIN,M,riglc901,Cy Rigler,11,HBP non-call,5,8,1920,Cincinnati,Reds
BRO192005090,05/09/1920,tragw101,Walt Tragesser,PHI,P,hartb901,Bob Hart,3,Balls and strikes,5,9,1920,Philadelphia,Phillies
CHN192005090,05/09/1920,carem101,Max Carey,PIT,P,emslb101,Bob Emslie,3,Call at 1B,5,9,1920,Pittsburgh,Pirates
WS1192005110,05/11/1920,judgj101,Joe Judge,WS1,P,hildg101,George Hildebrand,3,Call at 2B (Threw cap),5,11,1920,Washington,Senators
WS1192005110,05/11/1920,grifc101,Clark Griffith,WS1,M,hildg101,George Hildebrand,3,Call at 2B,5,11,1920,Washington,Senators
WS1192005110,05/11/1920,jennh101,Hughie Jennings,DET,M,evanb101,Billy Evans,9,Bench jockeying,5,11,1920,Detroit,Tigers
WS1192005110,05/11/1920,leond102,Dutch Leonard,DET,P,evanb101,Billy Evans,9,Bench jockeying,5,11,1920,Detroit,Tigers
SLN192005130,05/13/1920,mchea101,Austin McHenry,SLN,P,morac102,Charlie Moran,6,Fair/foul call,5,13,1920,St. Louis,Cardinals
CIN192005140,05/14/1920,ruetd101,Dutch Ruether,CIN,P,klemb901,Bill Klem,7,Balls and strikes,5,14,1920,Cincinnati,Reds
PIT192005170,05/17/1920,doyll101,Larry Doyle,NY1,P,klemb901,Bill Klem,7,Called third strike,5,17,1920,New York,Giants
CHN192005180,05/18/1920,mcgrj101,John McGraw,NY1,M,morac102,Charlie Moran,10,Call at 2B,5,18,1920,New York,Giants
NYA192005190,05/19/1920,Unknown fan,Unknown fan,NYA,N,owenb901,Brick Owens,2,[Unknown fan] on field,5,19,1920,New York,Yankees
CHN192005200,05/20/1920,fleta101,Art Fletcher,NY1,P,riglc901,Cy Rigler,6,Called third strike,5,20,1920,New York,Giants
SLN192005210,05/21/1920,rixee101,Eppa Rixey,PHI,P,mccob104,Barry McCormick,5,Threw ball into stands,5,21,1920,Philadelphia,Phillies
SLN192005210,05/21/1920,ludef101,Fred Luderus,PHI,P,hartb901,Bob Hart,9,Bench jockeying,5,21,1920,Philadelphia,Phillies
NYA192005240,05/24/1920,pippw101,Wally Pipp,NYA,P,nalld901,Dick Nallin,4,Call at 1B,5,24,1920,New York,Yankees
BOS192005270,05/27/1920,shawb102,Bob Shawkey,NYA,P,hildg101,George Hildebrand,5,Balls and strikes (Struck umpire),5,27,1920,New York,Yankees
PIT192005312,05/31/1920,mckeb101,Bill McKechnie,PIT,P,mccob104,Barry McCormick,8,Catcher's balk non-call,5,31,1920,Pittsburgh,Pirates
WS1192006060,06/06/1920,scote101,Everett Scott,BOS,P,owenb901,Brick Owens,7,Call at 1B,6,6,1920,Boston,Red Sox
NY1192006080,06/08/1920,rouse101,Edd Roush,CIN,P,mccob104,Barry McCormick,8,Delay: lay down in OF during argument,6,8,1920,Cincinnati,Reds
NY1192006080,06/08/1920,wingi101,Ivey Wingo,CIN,P,mccob104,Barry McCormick,8,Fair/foul call,6,8,1920,Cincinnati,Reds
BRO192006100,06/10/1920,millo103,Otto Miller,BRO,P,riglc901,Cy Rigler,7,Call at HP,6,10,1920,Brooklyn,Dodgers
NY1192006110,06/11/1920,nealg101,Greasy Neale,CIN,P,harrp901,Pete Harrison,4,Bench jockeying,6,11,1920,Cincinnati,Reds
